prediction_horizon_sec,link,queue_true,queue_pred,delay_true,delay_pred,prediction_horizon_min,severity_index,severity_level,recommended_strategy
145,L1,0.05470425,0.08546283,0.13029012,0.04654082,2.4166666666666665,16.690556,LOW,Monitor Traffic Conditions
145,L16,0.15649067,0.04260642,0.07465321,0.034388833,2.4166666666666665,12.282602,LOW,Monitor Traffic Conditions
145,L3,0.0,0.02741719,0.06821681,0.02001854,2.4166666666666665,10.118436,LOW,Monitor Traffic Conditions
150,L19,0.0,0.005264111,0.001667305,0.00042638183,2.5,7.0437884,LOW,Monitor Traffic Conditions
150,L13,0.0,-0.0049573705,0.00065340335,0.0082402155,2.5,6.633167,LOW,Monitor Traffic Conditions
150,L6,0.5043668,0.4533163,0.5906541,0.55817837,2.5,78.88847,CRITICAL,Full Detour + Emergency Response
150,L17,0.0,0.007175438,0.0,0.0014211535,2.5,7.2674594,LOW,Monitor Traffic Conditions
150,L18,0.0,0.0065915957,0.00490428,0.015997656,2.5,8.089137,LOW,Monitor Traffic Conditions
150,L1,0.0,0.0120327175,0.011310637,-0.0009960309,2.5,7.5401,LOW,Monitor Traffic Conditions
150,L16,0.029614927,0.13017547,0.09081555,0.062922135,2.5,21.510904,LOW,Monitor Traffic Conditions
150,L3,0.00013894403,0.0047214627,0.09973038,0.072104976,2.5,11.284306,LOW,Monitor Traffic Conditions
155,L19,0.0,0.006760873,0.0015471389,0.0006866753,2.5833333333333335,7.1879215,LOW,Monitor Traffic Conditions
155,L13,0.0,0.0042584613,0.00077356945,0.0023485124,2.5833333333333335,7.072372,LOW,Monitor Traffic Conditions
155,L6,0.5062326,0.5169661,0.63055676,0.5855733,2.5833333333333335,85.99415,CRITICAL,Full Detour + Emergency Response
155,L17,0.0,0.0077308193,0.0,0.005531952,2.5833333333333335,7.5610323,LOW,Monitor Traffic Conditions
155,L18,0.0,-0.002870731,0.0023207085,0.008337453,2.5833333333333335,6.818214,LOW,Monitor Traffic Conditions
155,L1,0.0,0.025407389,0.0,0.0008492246,2.5833333333333335,8.799278,LOW,Monitor Traffic Conditions
155,L16,0.0,0.08592983,0.0042283456,0.02002186,2.5833333333333335,15.144558,LOW,Monitor Traffic Conditions
155,L3,0.0,0.018466383,0.017559275,0.026468132,2.5833333333333335,9.735361,LOW,Monitor Traffic Conditions
160,L19,0.0,0.005013913,0.0024558953,0.0039759427,2.6666666666666665,7.2345986,LOW,Monitor Traffic Conditions
160,L13,0.0,0.0046146438,0.00072099676,0.0031588003,2.6666666666666665,7.15143,LOW,Monitor Traffic Conditions
160,L6,0.4923184,0.38514876,0.66463137,0.5580287,2.6666666666666665,73.024284,HIGH,Diversion Route + Signal Retiming
160,L17,0.0,0.00962396,0.0007660591,0.0113549605,2.6666666666666665,8.071919,LOW,Monitor Traffic Conditions
160,L18,0.0,0.0035161227,0.0025760613,0.002960004,2.6666666666666665,7.0451827,LOW,Monitor Traffic Conditions
160,L1,0.0,0.05609312,0.0,0.01744489,2.6666666666666665,12.427614,LOW,Monitor Traffic Conditions
160,L16,0.0,0.017960735,0.007352665,0.01345605,2.6666666666666665,8.9136715,LOW,Monitor Traffic Conditions
160,L3,0.0,0.011150472,0.009816071,0.010918543,2.6666666666666665,8.176936,LOW,Monitor Traffic Conditions
165,L19,0.0,0.010169283,0.0033796723,0.013969809,2.75,8.275155,LOW,Monitor Traffic Conditions
165,L13,0.0,0.0016835481,0.0006458929,0.004767753,2.75,6.995897,LOW,Monitor Traffic Conditions
165,L6,0.4943033,0.1928564,0.6121413,0.4019085,2.75,47.16978,MODERATE,Activate VMS + Traveler Information
165,L17,0.0,0.031301193,0.00018775958,0.024547275,2.75,10.722916,LOW,Monitor Traffic Conditions
165,L18,0.0,0.0025143698,0.0023732812,0.0048309267,2.75,7.0710382,LOW,Monitor Traffic Conditions
165,L1,0.0,0.06630518,0.011310637,0.024917599,2.75,13.751721,LOW,Monitor Traffic Conditions
165,L16,0.0,0.020377144,0.010296735,0.02756489,2.75,9.965083,LOW,Monitor Traffic Conditions
165,L3,0.0,0.00956399,0.008283952,0.011849362,2.75,8.096339,LOW,Monitor Traffic Conditions
170,L19,0.0,0.017148897,0.0010364329,0.014813505,2.8333333333333335,8.925128,LOW,Monitor Traffic Conditions
170,L13,0.0,0.0030904561,0.0022831564,0.00903035,2.8333333333333335,7.3716908,LOW,Monitor Traffic Conditions
170,L6,0.0,0.0026119128,0.0024859367,0.04791145,2.8333333333333335,9.656081,LOW,Monitor Traffic Conditions
170,L17,0.0,0.052346535,0.019511975,0.033895962,2.8333333333333335,13.089747,LOW,Monitor Traffic Conditions
170,L18,0.070524015,-0.00036862493,0.0014720351,0.0065777004,2.8333333333333335,6.92788,LOW,Monitor Traffic Conditions
170,L1,0.0,0.10058684,0.02038318,0.042426873,2.8333333333333335,17.74357,LOW,Monitor Traffic Conditions
170,L16,0.007741167,0.032902665,0.0041457317,0.030913953,2.8333333333333335,11.241267,LOW,Monitor Traffic Conditions
170,L3,0.0,0.016519956,0.010431922,0.016023781,2.8333333333333335,8.943493,LOW,Monitor Traffic Conditions
175,L19,0.0,0.022677153,0.0009387979,0.017668836,2.9166666666666665,9.570755,LOW,Monitor Traffic Conditions
175,L13,0.0,0.005833864,0.012587402,0.017521933,2.9166666666666665,8.11522,LOW,Monitor Traffic Conditions
175,L6,0.0,0.005995035,0.10942628,0.07715647,2.9166666666666665,11.695831,LOW,Monitor Traffic Conditions
175,L17,0.08340611,0.062333353,0.058956508,0.037357364,2.9166666666666665,14.154591,LOW,Monitor Traffic Conditions
175,L18,0.35531956,0.00034143776,0.011310637,0.012197945,2.9166666666666665,7.32502,LOW,Monitor Traffic Conditions
175,L1,0.0,0.08019591,0.05328617,0.04178645,2.9166666666666665,15.9537945,LOW,Monitor Traffic Conditions
175,L16,0.03884478,0.04245718,0.040045362,0.032284215,2.9166666666666665,12.143906,LOW,Monitor Traffic Conditions
175,L3,0.0,0.023853973,0.06721042,0.023004789,2.9166666666666665,9.990983,LOW,Monitor Traffic Conditions
180,L19,0.0,0.005869776,0.0012842756,-0.0020684898,3.0,6.946593,LOW,Monitor Traffic Conditions
180,L13,0.0,0.004957713,0.002726269,-0.0022048727,3.0,6.8600945,LOW,Monitor Traffic Conditions
180,L6,0.50005955,0.43031672,0.55000037,0.55006033,3.0,76.42739,CRITICAL,Full Detour + Emergency Response
180,L17,0.0,0.011615597,0.00019526997,0.010417499,3.0,8.186921,LOW,Monitor Traffic Conditions
180,L18,0.0,0.00084640086,0.0019526996,0.0020761564,3.0,6.7630053,LOW,Monitor Traffic Conditions
180,L1,0.0,0.016109347,0.011310637,0.009968467,3.0,8.546052,LOW,Monitor Traffic Conditions
180,L16,0.002302501,0.035766177,0.035238717,0.019952863,3.0,10.83164,LOW,Monitor Traffic Conditions
180,L3,0.0,0.0067215413,0.05434513,0.084558904,3.0,12.200977,LOW,Monitor Traffic Conditions
185,L19,0.0,0.0055659115,0.0031092986,-9.818375e-05,3.0833333333333335,7.0383377,LOW,Monitor Traffic Conditions
185,L13,0.0,0.005362697,0.0005557684,-0.0008695945,3.0833333333333335,6.974744,LOW,Monitor Traffic Conditions
185,L6,0.4637356,0.42822078,0.5857648,0.53652525,3.0833333333333335,75.437805,CRITICAL,Full Detour + Emergency Response
185,L17,0.0,0.0031132698,0.0,0.009017281,3.0833333333333335,7.372868,LOW,Monitor Traffic Conditions
185,L18,0.0,0.003739208,0.0030417051,0.0006333664,3.0833333333333335,6.925187,LOW,Monitor Traffic Conditions
185,L1,0.0,0.016781002,0.011310637,0.005757138,3.0833333333333335,8.351863,LOW,Monitor Traffic Conditions
185,L16,0.0,0.022252582,0.0034547762,0.018067904,3.0833333333333335,9.558155,LOW,Monitor Traffic Conditions
185,L3,0.0,0.015124373,0.023447417,0.013966251,3.0833333333333335,8.700559,LOW,Monitor Traffic Conditions
190,L19,0.0,0.0018066466,0.005963244,0.0031664446,3.1666666666666665,6.910695,LOW,Monitor Traffic Conditions
190,L13,0.0,0.0038123429,0.0018851062,0.0017320737,3.1666666666666665,6.997184,LOW,Monitor Traffic Conditions
190,L6,0.45500198,0.30878624,0.43759248,0.4976094,3.1666666666666665,62.85145,HIGH,Diversion Route + Signal Retiming
190,L17,0.0,0.001251772,0.0002628634,0.011449933,3.1666666666666665,7.358474,LOW,Monitor Traffic Conditions
190,L18,0.0,0.0032474175,0.0025610407,0.0022311583,3.1666666666666665,6.9785104,LOW,Monitor Traffic Conditions
190,L1,0.0,0.013891295,0.0,0.010518149,3.1666666666666665,8.388411,LOW,Monitor Traffic Conditions
190,L16,0.005696705,0.0031022877,0.036545523,0.016251452,3.1666666666666665,7.804604,LOW,Monitor Traffic Conditions
190,L3,0.0,0.0056988597,0.011693667,0.008030765,3.1666666666666665,7.535953,LOW,Monitor Traffic Conditions
195,L19,0.0,-0.002970606,0.0036200047,0.0029956773,3.25,6.490141,LOW,Monitor Traffic Conditions
195,L13,0.0,0.0015921071,0.00096883945,0.0043915063,3.25,6.965539,LOW,Monitor Traffic Conditions
195,L6,0.48811036,0.20440355,0.47663143,0.3386854,3.25,44.380222,MODERATE,Activate VMS + Traveler Information
195,L17,0.0,0.0011370778,0.00012767651,0.015091632,3.25,7.566434,LOW,Monitor Traffic Conditions
195,L18,0.0,0.0015249997,0.0020503346,0.004545301,3.25,6.9689736,LOW,Monitor Traffic Conditions
195,L1,0.0,0.016815662,0.011310637,0.015000492,3.25,8.907689,LOW,Monitor Traffic Conditions
195,L16,0.0026399365,0.0017928332,0.021434633,0.017615419,3.25,7.773708,LOW,Monitor Traffic Conditions
195,L3,0.0,0.0047173575,0.009365448,0.010833256,3.25,7.6192646,LOW,Monitor Traffic Conditions
200,L19,0.0,0.006234154,0.00093128753,0.0065092593,3.3333333333333335,7.49093,LOW,Monitor Traffic Conditions
200,L13,0.0,-0.002260372,0.005354903,0.0064520016,3.3333333333333335,6.75787,LOW,Monitor Traffic Conditions
200,L6,0.0,0.009222828,0.0017799608,0.018445786,3.3333333333333335,8.46157,LOW,Monitor Traffic Conditions
200,L17,0.0,0.009143621,0.017394047,0.014053687,3.3333333333333335,8.192073,LOW,Monitor Traffic Conditions
200,L18,0.0,-0.0015192404,0.0005407476,0.006699063,3.3333333333333335,6.836307,LOW,Monitor Traffic Conditions
200,L1,0.0,0.03981916,0.024401234,0.030822381,3.3333333333333335,11.829882,LOW,Monitor Traffic Conditions
200,L16,0.0,0.01625479,0.0051220814,0.017301612,3.3333333333333335,8.997145,LOW,Monitor Traffic Conditions
200,L3,0.0,0.0035029203,0.017649401,0.013879657,3.3333333333333335,7.6971583,LOW,Monitor Traffic Conditions
205,L19,0.0,0.012955822,0.001254234,0.012339618,3.4166666666666665,8.417002,LOW,Monitor Traffic Conditions
205,L13,0.03604605,-0.0022711828,0.0372515,0.011712357,3.4166666666666665,7.0715666,LOW,Monitor Traffic Conditions
205,L6,0.0,-0.0038400367,0.10437179,0.073579594,3.4166666666666665,10.637116,LOW,Monitor Traffic Conditions
205,L17,0.0005160778,0.017400742,0.047510684,0.022887647,3.4166666666666665,9.429678,LOW,Monitor Traffic Conditions
205,L18,0.0,-0.0021311045,0.0024709161,0.011872783,3.4166666666666665,7.0931935,LOW,Monitor Traffic Conditions
205,L1,0.0118300915,0.04858259,0.081442595,0.038864043,3.4166666666666665,13.063589,LOW,Monitor Traffic Conditions
205,L16,0.0651052,0.023981422,0.047713462,0.02058791,3.4166666666666665,9.857376,LOW,Monitor Traffic Conditions
205,L3,0.0,0.007489212,0.046406657,0.018082853,3.4166666666666665,8.290955,LOW,Monitor Traffic Conditions
210,L19,0.0,0.004361905,0.001156599,-0.00085096806,3.5,6.8898954,LOW,Monitor Traffic Conditions
210,L13,0.0,-0.0013885126,0.00094630825,0.0038104504,3.5,6.6747665,LOW,Monitor Traffic Conditions
210,L6,0.5005359,0.36086395,0.4942583,0.46874827,3.5,65.59845,HIGH,Diversion Route + Signal Retiming
210,L17,0.0,0.0038611963,0.0,0.0034974515,3.5,7.1069674,LOW,Monitor Traffic Conditions
210,L18,0.0,-0.00053840876,0.0022831564,0.0024728104,3.5,6.667781,LOW,Monitor Traffic Conditions
210,L1,0.0,0.00055440515,0.011310637,0.012343042,3.5,7.3519907,LOW,Monitor Traffic Conditions
210,L16,0.007880111,0.012227491,0.03487822,0.012375418,3.5,8.356583,LOW,Monitor Traffic Conditions
210,L3,0.0,0.027836122,0.37720898,0.16282162,3.5,18.695534,LOW,Monitor Traffic Conditions
215,L19,0.0,0.004366845,0.0010890055,0.0013364777,3.5833333333333335,7.0211515,LOW,Monitor Traffic Conditions
215,L13,0.0,0.0036985427,0.00037551916,0.0010721087,3.5833333333333335,6.947936,LOW,Monitor Traffic Conditions
215,L6,0.50653034,0.3482583,0.58554703,0.47305745,3.5833333333333335,64.77343,HIGH,Diversion Route + Signal Retiming
215,L17,0.0,0.0029002503,0.0,0.010607287,3.5833333333333335,7.4496703,LOW,Monitor Traffic Conditions
215,L18,0.0,0.0020488054,0.0013894208,0.0019378364,3.5833333333333335,6.858012,LOW,Monitor Traffic Conditions
215,L1,0.0,0.003127031,0.011310637,0.010481618,3.5833333333333335,7.4616327,LOW,Monitor Traffic Conditions
215,L16,0.0,0.009262852,0.0014945662,0.016939446,3.5833333333333335,8.374913,LOW,Monitor Traffic Conditions
215,L3,0.0,0.04756938,0.13668898,0.19808349,3.5833333333333335,22.49954,LOW,Monitor Traffic Conditions
220,L19,0.0,0.0011383519,0.0007961006,0.004306376,3.6666666666666665,6.9214716,LOW,Monitor Traffic Conditions
220,L13,0.0,0.003513351,0.0007510383,0.0027291551,3.6666666666666665,7.0311375,LOW,Monitor Traffic Conditions
220,L6,0.49763796,0.33020374,0.6071769,0.48353133,3.6666666666666665,63.84908,HIGH,Diversion Route + Signal Retiming
220,L17,0.0,0.0043942034,0.0005782995,0.014142353,3.6666666666666665,7.7894263,LOW,Monitor Traffic Conditions
220,L18,0.0,0.0025796518,0.0032595063,0.003616564,3.6666666666666665,7.0040145,LOW,Monitor Traffic Conditions
220,L1,0.0,0.0044895858,0.011310637,0.011118725,3.6666666666666665,7.6167746,LOW,Monitor Traffic Conditions
220,L16,0.0,0.0014013052,0.0054375175,0.012401897,3.6666666666666665,7.428255,LOW,Monitor Traffic Conditions
220,L3,0.0,0.026474983,0.007938475,0.03972611,3.6666666666666665,11.216223,LOW,Monitor Traffic Conditions
225,L19,0.0,-0.0029694438,0.0027563106,0.0047573596,3.75,6.5956087,LOW,Monitor Traffic Conditions
225,L13,0.0,0.0012234673,0.000450623,0.005644098,3.75,7.0087924,LOW,Monitor Traffic Conditions
225,L6,0.4937078,0.14992881,0.48734877,0.30641547,3.75,37.771053,MODERATE,Activate VMS + Traveler Information
225,L17,0.0,0.019775875,0.0002628634,0.02171519,3.75,9.563564,LOW,Monitor Traffic Conditions
225,L18,0.0,0.0017216206,0.001982741,0.005842313,3.75,7.0634375,LOW,Monitor Traffic Conditions
225,L1,0.0,0.02118615,0.011310637,0.020933278,3.75,9.637934,LOW,Monitor Traffic Conditions
225,L16,0.0,-0.001186952,0.018002389,0.0128792785,3.75,7.234491,LOW,Monitor Traffic Conditions
225,L3,0.0,0.010837294,0.008899804,0.01739481,3.75,8.537385,LOW,Monitor Traffic Conditions
230,L19,0.0,0.0040747374,0.0006609137,0.008051075,3.8333333333333335,7.3976645,LOW,Monitor Traffic Conditions
230,L13,0.0,-0.0019803718,0.0060533686,0.0077695623,3.8333333333333335,6.8607254,LOW,Monitor Traffic Conditions
230,L6,0.0,0.02917426,0.0021404591,0.04786066,3.8333333333333335,11.934608,LOW,Monitor Traffic Conditions
230,L17,0.0,0.03993851,0.014006864,0.032812692,3.8333333333333335,11.959173,LOW,Monitor Traffic Conditions
230,L18,0.0,0.00050252676,0.0005332372,0.008284673,3.8333333333333335,7.104802,LOW,Monitor Traffic Conditions
230,L1,0.0,0.054523565,0.026586756,0.030961893,3.8333333333333335,13.101255,LOW,Monitor Traffic Conditions
230,L16,0.0,0.014865272,0.0046113753,0.018874772,3.8333333333333335,8.971884,LOW,Monitor Traffic Conditions
230,L3,0.0,0.006927356,0.017799608,0.017013114,3.8333333333333335,8.178712,LOW,Monitor Traffic Conditions
235,L19,0.0,0.011833295,0.001216682,0.013588898,3.9166666666666665,8.395302,LOW,Monitor Traffic Conditions
235,L13,0.0,-0.00055114925,0.018347867,0.012986172,3.9166666666666665,7.295495,LOW,Monitor Traffic Conditions
235,L6,0.0,0.00017962605,0.11299372,0.07338423,3.9166666666666665,10.970699,LOW,Monitor Traffic Conditions
235,L17,0.010301707,0.048364326,0.04625645,0.03365368,3.9166666666666665,12.733206,LOW,Monitor Traffic Conditions
235,L18,0.0,0.0034355074,0.0017123674,0.016279675,3.9166666666666665,7.8349137,LOW,Monitor Traffic Conditions
235,L1,0.0069670505,0.06258274,0.08540057,0.037295587,3.9166666666666665,14.172316,LOW,Monitor Traffic Conditions
235,L16,0.022429535,0.028255671,0.023071896,0.024246302,3.9166666666666665,10.443321,LOW,Monitor Traffic Conditions
235,L3,0.0,0.008999586,0.062088337,0.01731499,3.9166666666666665,8.374761,LOW,Monitor Traffic Conditions
240,L19,0.0,0.0033311248,0.0022606254,0.00043729693,4.0,6.878409,LOW,Monitor Traffic Conditions
240,L13,0.0,-0.00097478926,0.0008411629,0.0038482994,4.0,6.712567,LOW,Monitor Traffic Conditions
240,L6,0.49610958,0.41323903,0.46412665,0.49856898,4.0,71.88078,HIGH,Diversion Route + Signal Retiming
240,L17,0.0,0.009240836,3.0041532e-05,0.0048145056,4.0,7.6478233,LOW,Monitor Traffic Conditions
240,L18,0.0,-0.001281701,0.0029891324,0.0040611327,4.0,6.698934,LOW,Monitor Traffic Conditions
240,L1,0.0,0.025483452,0.0,0.011440471,4.0,9.43928,LOW,Monitor Traffic Conditions
240,L16,0.14904724,0.19105431,0.12621199,0.16257557,4.0,32.70039,MODERATE,Activate VMS + Traveler Information
240,L3,0.0,0.027529456,0.11722957,0.16307604,4.0,18.68441,LOW,Monitor Traffic Conditions
245,L19,0.0,0.00545907,0.0015997116,0.00025264174,4.083333333333333,7.0501432,LOW,Monitor Traffic Conditions
245,L13,0.0,0.005328335,0.000803611,-0.0006746799,4.083333333333333,6.98345,LOW,Monitor Traffic Conditions
245,L6,0.45516077,0.3059935,0.51889235,0.449331,4.083333333333333,59.724014,HIGH,Diversion Route + Signal Retiming
245,L17,0.0,0.001380451,8.261421e-05,0.0051636845,4.083333333333333,6.993543,LOW,Monitor Traffic Conditions
245,L18,0.0,0.0024324134,0.0034472658,0.0015006587,4.083333333333333,6.864814,LOW,Monitor Traffic Conditions
245,L1,0.0,0.006544128,0.0,0.0025742948,4.083333333333333,7.2822027,LOW,Monitor Traffic Conditions
245,L16,0.0,0.026731223,0.004175773,0.018305741,4.083333333333333,9.95707,LOW,Monitor Traffic Conditions
245,L3,0.0,0.008750387,0.008096193,0.021492876,4.083333333333333,8.603238,LOW,Monitor Traffic Conditions
250,L19,0.0,0.0020541474,0.0036725774,0.0010268092,4.166666666666667,6.803982,LOW,Monitor Traffic Conditions
250,L13,0.0,0.004776649,0.000803611,0.00015773624,4.166666666666667,6.985851,LOW,Monitor Traffic Conditions
250,L6,0.4700675,0.1844644,0.51728517,0.37903252,4.166666666666667,45.080734,MODERATE,Activate VMS + Traveler Information
250,L17,0.0,-0.0002712533,0.00072099676,0.007390015,4.166666666666667,6.9848285,LOW,Monitor Traffic Conditions
250,L18,0.0,0.0031182617,0.0008411629,0.0013045445,4.166666666666667,6.9119945,LOW,Monitor Traffic Conditions
250,L1,0.0,0.008181594,0.011310637,0.00022949278,4.166666666666667,7.2826095,LOW,Monitor Traffic Conditions
250,L16,0.0019253672,0.00079951435,0.019707246,0.014374338,4.166666666666667,7.494537,LOW,Monitor Traffic Conditions
250,L3,0.0,0.0055681095,0.008546816,0.0031471252,4.166666666666667,7.2326293,LOW,Monitor Traffic Conditions
255,L19,0.0,-0.0030809715,0.0024859367,0.003393203,4.25,6.5044374,LOW,Monitor Traffic Conditions
255,L13,0.0,0.0026736334,0.0005707891,0.0031841993,4.25,6.9862275,LOW,Monitor Traffic Conditions
255,L6,0.49073043,0.08677166,0.53002274,0.2097922,4.25,26.567114,MODERATE,Activate VMS + Traveler Information
255,L17,0.0,-0.00050860643,6.759345e-05,0.012810901,4.25,7.2886662,LOW,Monitor Traffic Conditions
255,L18,0.0,0.0014131814,0.0027337794,0.0040237755,4.25,6.928176,LOW,Monitor Traffic Conditions
255,L1,0.0,0.016060129,0.011310637,0.0016298518,4.25,8.043089,LOW,Monitor Traffic Conditions
255,L16,0.0,-0.0023383424,0.0023056876,0.017003976,4.25,7.382292,LOW,Monitor Traffic Conditions
255,L3,0.0,0.0027049258,0.010356818,0.005924955,4.25,7.1528406,LOW,Monitor Traffic Conditions
260,L19,0.0,0.00044748932,0.0008862252,0.004849896,4.333333333333333,6.894639,LOW,Monitor Traffic Conditions
260,L13,0.0,-0.0023662597,0.004641417,0.0067731366,4.333333333333333,6.7679825,LOW,Monitor Traffic Conditions
260,L6,0.0,-0.030998163,0.001997762,-0.029038176,4.333333333333333,2.1667652,LOW,Monitor Traffic Conditions
260,L17,0.0,0.013794884,0.01431479,0.017238379,4.333333333333333,8.782069,LOW,Monitor Traffic Conditions
260,L18,0.0,-0.0020338818,0.00054825796,0.0070635006,4.333333333333333,6.8138986,LOW,Monitor Traffic Conditions
260,L1,0.0,0.03570442,0.031476017,0.01969019,4.333333333333333,10.810625,LOW,Monitor Traffic Conditions
260,L16,0.0019452163,0.011963397,0.0040105446,0.015277505,4.333333333333333,8.507474,LOW,Monitor Traffic Conditions
260,L3,0.0,0.001009725,0.017671932,0.00825119,4.333333333333333,7.146365,LOW,Monitor Traffic Conditions
265,L19,0.0,0.008520514,0.0007660591,0.009991489,4.416666666666667,7.895589,LOW,Monitor Traffic Conditions
265,L13,0.0,-0.002834402,0.019294174,0.010333195,4.416666666666667,6.940701,LOW,Monitor Traffic Conditions
265,L6,0.0,-0.008667216,0.09266311,0.053292282,4.416666666666667,9.009094,LOW,Monitor Traffic Conditions
265,L17,0.0005557761,0.022971489,0.04546786,0.02278458,4.416666666666667,9.902012,LOW,Monitor Traffic Conditions
265,L18,0.0,0.0007293001,0.0015396285,0.013818916,4.416666666666667,7.4552865,LOW,Monitor Traffic Conditions
265,L1,0.014073045,0.039793514,0.0956973,0.029603098,4.416666666666667,11.754753,LOW,Monitor Traffic Conditions
265,L16,0.048332673,0.023328587,0.054179903,0.019515123,4.416666666666667,9.737137,LOW,Monitor Traffic Conditions
265,L3,0.0,0.0043916777,0.066031285,0.017402682,4.416666666666667,7.9842114,LOW,Monitor Traffic Conditions
270,L19,0.0,0.0053868443,0.001667305,-0.0019404218,4.5,6.9127707,LOW,Monitor Traffic Conditions
270,L13,0.0,0.0033462495,0.0,-0.00079396367,4.5,6.806065,LOW,Monitor Traffic Conditions
270,L6,0.49759826,0.37409338,0.51144207,0.52525693,4.5,70.1146,HIGH,Diversion Route + Signal Retiming
270,L17,0.0,0.005615972,0.011310637,0.0020382106,4.5,7.1704164,LOW,Monitor Traffic Conditions
270,L18,0.0,0.0017259493,0.00018024919,0.0010423213,4.5,6.7767186,LOW,Monitor Traffic Conditions
270,L1,0.0,0.007043563,0.0,0.011795387,4.5,7.87662,LOW,Monitor Traffic Conditions
270,L16,0.06800318,0.01786621,0.23941599,0.011982467,4.5,8.817415,LOW,Monitor Traffic Conditions
270,L3,0.0,0.0015040562,0.255338,0.11787382,4.5,13.745401,LOW,Monitor Traffic Conditions
275,L19,0.0,0.0057316646,0.0019301685,-0.00022352487,4.583333333333333,7.0450773,LOW,Monitor Traffic Conditions
275,L13,0.0,0.006878741,0.011310637,-0.0021147057,4.583333333333333,7.0304937,LOW,Monitor Traffic Conditions
275,L6,0.44154426,0.28534144,0.49549752,0.4421996,4.583333333333333,57.523582,HIGH,Diversion Route + Signal Retiming
275,L17,0.0,0.0049904212,0.011310637,0.0070639104,4.583333333333333,7.4172735,LOW,Monitor Traffic Conditions
275,L18,0.0,0.0099790245,0.0006458929,-0.004552439,4.583333333333333,7.150989,LOW,Monitor Traffic Conditions
275,L1,0.0,0.0036399215,0.0,0.009939022,4.583333333333333,7.4732347,LOW,Monitor Traffic Conditions
275,L16,0.3696705,0.0036920905,0.011310637,0.026895404,4.583333333333333,8.491884,LOW,Monitor Traffic Conditions
275,L3,0.0,0.0031173378,0.011310637,0.06858317,4.583333333333333,10.935879,LOW,Monitor Traffic Conditions
280,L19,0.0,0.0021286756,0.0017724504,0.0029426813,4.666666666666667,6.9249725,LOW,Monitor Traffic Conditions
280,L13,0.0,0.005273588,0.0,0.0035791695,4.666666666666667,7.2331724,LOW,Monitor Traffic Conditions
280,L6,0.38322747,0.21033674,0.46659756,0.39292443,4.666666666666667,48.133915,MODERATE,Activate VMS + Traveler Information
280,L17,0.0,0.003153652,0.011310637,0.009563208,4.666666666666667,7.4089894,LOW,Monitor Traffic Conditions
280,L18,0.0,0.010229312,0.00017273882,0.0021266714,4.666666666666667,7.5719686,LOW,Monitor Traffic Conditions
280,L1,0.0,0.006985724,0.011310637,0.0019058809,4.666666666666667,7.280156,LOW,Monitor Traffic Conditions
280,L16,0.6239976,0.02452211,0.46179092,0.024459157,4.666666666666667,10.135359,LOW,Monitor Traffic Conditions
280,L3,0.0,0.015962481,0.011310637,0.015970193,4.666666666666667,8.892404,LOW,Monitor Traffic Conditions
285,L19,0.0,0.001065813,0.0029365597,0.006282583,4.75,7.033439,LOW,Monitor Traffic Conditions
285,L13,0.0,0.010122247,0.011310637,0.0080836415,4.75,7.919061,LOW,Monitor Traffic Conditions
285,L6,0.053572845,0.10105636,0.484983,0.26535583,4.75,31.117374,MODERATE,Activate VMS + Traveler Information
285,L17,0.0,0.020587333,0.011310637,0.021851819,4.75,9.641436,LOW,Monitor Traffic Conditions
285,L18,0.0,0.042675786,9.0124595e-05,0.015856352,4.75,11.180125,LOW,Monitor Traffic Conditions
285,L1,0.0,0.019514069,0.011310637,0.004079543,4.75,8.48628,LOW,Monitor Traffic Conditions
285,L16,0.7755657,0.0515609,0.86090773,0.036341093,4.75,13.16851,LOW,Monitor Traffic Conditions
285,L3,0.0,0.024385296,0.011310637,0.021761686,4.75,9.962271,LOW,Monitor Traffic Conditions
290,L19,0.0,0.007816263,0.0013218274,0.015935779,4.833333333333333,8.190629,LOW,Monitor Traffic Conditions
290,L13,0.0,0.038799696,0.006413867,0.027818471,4.833333333333333,11.562649,LOW,Monitor Traffic Conditions
290,L6,0.0,-0.056224007,0.0024634057,0.02704978,4.833333333333333,3.3546448,LOW,Monitor Traffic Conditions
290,L17,0.0,0.03590554,0.018445501,0.034257364,4.833333333333333,11.69917,LOW,Monitor Traffic Conditions
290,L18,0.0,0.07668502,0.0007285072,0.034469638,4.833333333333333,15.214605,LOW,Monitor Traffic Conditions
290,L1,0.0,0.057537265,0.029358087,0.028555177,4.833333333333333,13.216169,LOW,Monitor Traffic Conditions
290,L16,0.0,0.06847034,0.0054825796,0.023443826,4.833333333333333,13.849549,LOW,Monitor Traffic Conditions
290,L3,0.0,0.03413263,0.018858572,0.031408235,4.833333333333333,11.376478,LOW,Monitor Traffic Conditions
295,L19,0.0,0.016381644,0.0011716197,0.021890607,4.916666666666667,9.28251,LOW,Monitor Traffic Conditions
295,L13,0.0,0.05039189,0.01919654,0.038815666,4.916666666666667,13.216104,LOW,Monitor Traffic Conditions
295,L6,0.00075426756,-0.04654608,0.11807825,0.063935906,4.916666666666667,6.392102,LOW,Monitor Traffic Conditions
295,L17,0.0014688368,0.041005068,0.04666952,0.03852541,4.916666666666667,12.392466,LOW,Monitor Traffic Conditions
